web-scraper-order,web-scraper-start-url,Summary,,,,,,,
1667026591-358,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Not able to work with Visual Editor within Eclipse 3.1.1,,,,,,,
1667026591-359,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[Terminal] Command keeps running when closing Eclipse on Windows 10,,,,,,,
1667026591-360,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.jdt.core.ITypeHierarchy.getAllSuperInterfaces(IType) does not seem to consider interface hierarchy.,,,,,,,
1667026591-361,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,deadlock on org.eclipse.jst.jsp.core.taglib.TaglibIndex,,,,,,,
1667026591-362,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Activity Explorer is opened twice on Eclipse Mars,,,,,,,
1667026591-363,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse Git history still has problems opening historical commit.,,,,,,,
1667026591-364,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.cdt.templates <property type="browsedir"> cygwin compatibility,,,,,,,
1667026591-365,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,eclipse installer completely inaccessible to screenreader users,,,,,,,
1667026591-366,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Deadlocked Eclipse upon cutting text from Java editor,,,,,,,
1667026591-367,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,The eclipse synchronized C/C++ project fails to synchronize,,,,,,,
1667026591-368,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse doesn't open when "Unsupported Content Type",,,,,,,
1667026591-369,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Sometimes the org.eclipse.ui.edit.text.goto.lineStart doesn't work (requires Eclipse restart to work again),,,,,,,
1667026591-370,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse compilation marks an error which is not rised when compiling outside (with maven),,,,,,,
1667026591-371,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.e4.ui.model.application.ui.menu.impl.menuimpl,,,,,,,
1667026591-372,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,No line style provider for org.eclipse.wst.html.SCRIPT.EVENTHANDLER,,,,,,,
1667026591-373,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse won't save/load environment variables,,,,,,,
1667026591-374,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Mars 4.5 NPE org.eclipse.jpt.jpa.core.internal.validation.JpaValidator.buildNonIgnoredValidationMessages,,,,,,,
1667026591-375,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,CDT managed build project fails to run make if Eclipse memory consumption is high,,,,,,,
1667026591-376,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Target Platform is not getting resolved after Eclipse restart,,,,,,,
1667026591-377,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Error essage due to "o.e.core.runtime.compatibility.auth not installed" when connecting on Eclipse 4.2m5,,,,,,,
1667026591-378,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Plug-in 'org.eclipse.jst.servlet.ui' contributed an invalid Menu Extension (Path: 'project' is invalid): convertToWebModuleTypeAction,,,,,,,
1667026591-379,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,JavaScript Explorer not showing project until refresh in eclipse 4 RCP application,,,,,,,
1667026591-380,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Can't install Eclipse XSL Developer Tools,,,,,,,
1667026591-381,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,When using shortcut key for block comment (Ctrl+shift+/) is not working properly in new version of eclipse,,,,,,,
1667026591-382,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse 4.10 does not start Weblogic server (12.2.1.3) in debug mode.,,,,,,,
1667026591-383,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,java.home of the Eclipse JRE is used instead of the build JRE,,,,,,,
1667026591-384,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.birt.data.engine.odaconsumer.ParameterMetaData getRuntimeParameterType SCHWERWIEGEND: Cannot get the type for parameter: 1,,,,,,,
1667026591-385,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"JPA Tools does not generate entities from tables when using Hibernate 4.3, Maven and PostgreSQL 9.3 in Eclipse Kepler",,,,,,,
1667026591-386,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,restart eclipse takes minutes when synchronization view is active,,,,,,,
1667026591-387,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,xtext deadlock when starting eclipse,,,,,,,
1667026591-388,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse Indigo SR1 won't shutdown,,,,,,,
1667026591-389,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,The link to "Downloading and Configuring Eclipse" from the developer's guide is broken,,,,,,,
1667026591-390,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"org.eclipse.uml2.diagram.parser specifies J2SE1.5 execution environment, but uses @override tags on interface methods",,,,,,,
1667026591-391,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Unable to open ABAP Project in Eclipse IDE,,,,,,,
1667026591-392,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Warning - could not initialize CSS styling : org.eclipse.e4.xwt.css.CSSEngineNotFoundException,,,,,,,
1667026591-393,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse Link is unable to persist Data for Tables having Foreign Key reference.,,,,,,,
1667026591-394,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse Buildship does not do depependecy conflict Resolution,,,,,,,
1667026591-395,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse freezes system lemminx.XMLServerLauncher,,,,,,,
1667026591-396,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,extensionpoint  org.eclipse.jdt.launching.runtimeClasspathEntryResolvers is broken with Java 9 and above,,,,,,,
1667026591-397,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,IDT from Aspects missing after Eclipse Oxygen upgrade,,,,,,,
1667026591-398,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse neon.3 doesn't indent JavaScript containing import statements,,,,,,,
1667026591-399,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,IllegalStateException: Preference node "org.eclipse.wst.validation" has been removed.,,,,,,,
1667026591-400,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse product export wizard fails if plug-ins specify different Execution Environments and "Generate p2 repository" selected,,,,,,,
1667026591-401,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.cdt.ui.CDTWizard extension point has no documentation,,,,,,,
1667026591-402,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse foundation certificate contains unwanted backslashes,,,,,,,
1667026591-403,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,The Eclipse Java Compiler produces wrong code which causes IncompatibleClassChangeError,,,,,,,
1667026591-404,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.rtp.core.service.provider.test can't run as JUnit tests,,,,,,,
1667026591-405,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Internal compiler error: java.lang.NullPointerException at org.eclipse.jdt.internal.compiler.lookup.Scope.getMethod(Scope.java:3027),,,,,,,
1667026591-406,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[rseserver] Java Call From auth.pl Dies With "Could not find the main class: org.eclipse.dstore.core.server.Server.  Program will exit.",,,,,,,
1667026591-407,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Not able to add eclipse SWT Library to build path,,,,,,,
1667026591-408,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,First indexing after starting up Eclipse is wrong. Race condition?  -  keywords: ICLanguageSettingEntry getSettingEntries,,,,,,,
1667026591-409,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.swtbot.eclipse.gef.finder does not resolve in an RCP scenario,,,,,,,
1667026591-410,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,407 Authentication error while checkout bitbucket branch from eclipse Luna,,,,,,,
1667026591-411,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Runner crashes because of redundant Contents/Eclipse in /bin/sh command,,,,,,,
1667026591-412,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,FilteredList deselect all the selection on UI in Eclipse 4.10,,,,,,,
1667026591-413,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Sometime Eclipse freeze while building a makefile C project,,,,,,,
1667026591-414,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Could not resolve module: org.eclipse.e4.ui.workbench.swt,,,,,,,
1667026591-415,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"Fail to debug application with eclipse using GDB but same process works with DDD,",,,,,,,
1667026591-416,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"Cannot create new Makefile project using existing code - Eclipse silently fails, log shows error about overlapping the location of another project",,,,,,,
1667026591-417,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,RuntimeError when trying to install project into local repository. Error caused by class org.eclipse.tycho.p2,,,,,,,
1667026591-418,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse completion override existent parameters,,,,,,,
1667026591-419,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Problems with new version of Eclipse,,,,,,,
1667026591-420,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,After upgrading from Eclipse 3.4 to 3.5.2 my XSL Includes (relative path) are not working. I get the error "Missing Include...",,,,,,,
1667026591-421,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse code recommender is experience installation problem,,,,,,,
1667026591-422,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.gemini.jpa.provider.BundleArchive.getEntries fails on Apache Felix,,,,,,,
1667026591-423,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.net4j.db.mysql is not compatible with MySQL 8.0+.,,,,,,,
1667026591-424,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse crashes after starting tomcat 7,,,,,,,
1667026591-425,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.e4.core.di.InjectionException: java.lang.ClassCastException,,,,,,,
